player_id,player_name,team_id,team_name,position,age
622,Thomas Müller,117,Germany,FW,
623,Thomas Partey,128,Ghana,MF,
624,Thorgan Hazard,121,Belgium,FW,
625,Tim Ream,105,United States,DF,
626,Timothy Castagne,121,Belgium,DF,
627,Timothy Weah,105,United States,FW,
628,Toby Alderweireld,121,Belgium,DF,
629,Trent Alexander-Arnold,101,England,DF,
630,Tyler Adams,105,United States,MF,
631,Unai Simón,119,Spain,GK,
632,Uriel Antuna,111,Mexico,FW,
633,Vanja Milinković-Savić,130,Serbia,GK,
634,Victor Nelsson,109,Denmark,DF,
635,Vincent Aboubakar,124,Cameroon,FW,
636,Vincent Janssen,104,Netherlands,FW,
637,Vinicius Júnior,129,Brazil,FW,
638,Virgil van Dijk,104,Netherlands,DF,
639,Vitinha,127,Portugal,MF,
640,Wahbi Khazri,110,Tunisia,FW,
641,Wajdi Kechrida,110,Tunisia,DF,
642,Walid Cheddira,115,Morocco,FW,
643,Walker Zimmerman,105,United States,DF,
644,Wataru Endo,118,Japan,MF,
645,Wayne Hennessey,106,Wales,GK,
646,Weston McKennie,105,United States,MF,
647,William Carvalho,127,Portugal,MF,
648,William Saliba,113,France,DF,
649,Wojciech Szczęsny,112,Poland,GK,
650,Wout Weghorst,104,Netherlands,FW,
651,Wéverton,129,Brazil,GK,
652,Xavi Simons,104,Netherlands,FW,
653,Xherdan Shaqiri,123,Switzerland,FW,
654,Yahya Attiat Allah,115,Morocco,DF,
655,Yahya Jabrane,115,Morocco,MF,
656,Yann Sommer,123,Switzerland,GK,
657,Yannick Carrasco,121,Belgium,FW,
658,Yasser Al-Shahrani,108,Saudi Arabia,DF,
659,Yassine Bounou,115,Morocco,GK,
660,Yassine Meriah,110,Tunisia,DF,
661,Yeltsin Tejeda,120,Costa Rica,MF,
662,Youri Tielemans,121,Belgium,MF,
663,Youssef En-Nesyri,115,Morocco,FW,
664,Youssef Msakni,110,Tunisia,MF,
665,Youssouf Fofana,113,France,MF,
666,Youssouf Sabaly,103,Senegal,DF,
667,Youssoufa Moukoko,117,Germany,FW,
668,Youstin Salas,120,Costa Rica,DF,
669,Yuki Soma,118,Japan,FW,
670,Yunus Musah,105,United States,MF,
671,Yuto Nagatomo,118,Japan,MF,
672,Zakaria Aboukhlal,115,Morocco,FW,
673,Álvaro Morata,119,Spain,FW,
674,Álvaro Zamora,120,Costa Rica,MF,
675,Ángel Correa,107,Argentina,MF,
676,Ángel Di María,107,Argentina,MF,
677,Ángelo Preciado,100,Ecuador,DF,
678,Éder Militão,129,Brazil,DF,
679,Óscar Duarte,120,Costa Rica,DF,
680,İlkay Gündoğan,117,Germany,MF,
