match_id,competition_name,season,date,time,home_team_id,away_team_id,home_goals,away_goals,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,venue,referee,goal_difference,total_goals,total_cards,home_shot_accuracy,away_shot_accuracy,result
470,Premier League,2022-23,2022-12-31,17:30:00,36,20,2.0,4.0,9.0,14.0,5.0,7.0,7.0,11.0,7.0,4.0,3.0,3.0,0.0,0.0,,A Taylor,-2.0,6.0,6.0,55.55555555555556,50.0,A
471,Premier League,2022-23,2023-01-01,14:00:00,29,24,0.0,2.0,6.0,13.0,2.0,4.0,15.0,10.0,5.0,3.0,4.0,3.0,0.0,0.0,,J Brooks,-2.0,2.0,7.0,33.33333333333333,30.76923076923077,A
472,Premier League,2022-23,2023-01-01,16:30:00,28,32,1.0,1.0,12.0,7.0,5.0,2.0,16.0,14.0,1.0,2.0,2.0,2.0,0.0,0.0,,P Bankes,0.0,2.0,4.0,41.66666666666667,28.57142857142857,D
473,Premier League,2022-23,2023-01-02,17:30:00,34,22,3.0,1.0,10.0,16.0,7.0,6.0,5.0,8.0,4.0,9.0,1.0,3.0,0.0,0.0,,S Attwell,2.0,4.0,4.0,70.0,37.5,H
474,Premier League,2022-23,2023-01-03,19:45:00,20,27,0.0,0.0,17.0,8.0,4.0,1.0,10.0,16.0,5.0,5.0,4.0,4.0,0.0,0.0,,A Madley,0.0,0.0,8.0,23.52941176470588,12.5,D
475,Premier League,2022-23,2023-01-03,19:45:00,31,36,1.0,4.0,10.0,19.0,4.0,8.0,8.0,10.0,5.0,2.0,3.0,1.0,0.0,0.0,,A Marriner,-3.0,5.0,4.0,40.0,42.10526315789473,A
476,Premier League,2022-23,2023-01-03,19:45:00,33,21,0.0,1.0,15.0,11.0,6.0,2.0,12.0,11.0,6.0,3.0,2.0,6.0,0.0,0.0,,D Bond,-1.0,1.0,8.0,40.0,18.181818181818183,A
477,Premier League,2022-23,2023-01-03,20:00:00,35,23,3.0,0.0,18.0,7.0,6.0,4.0,13.0,7.0,6.0,5.0,0.0,3.0,0.0,0.0,,M Salisbury,3.0,3.0,3.0,33.33333333333333,57.14285714285714,H
478,Premier League,2022-23,2023-01-04,19:30:00,30,28,0.0,1.0,8.0,11.0,0.0,1.0,14.0,17.0,6.0,2.0,2.0,2.0,0.0,0.0,,T Bramall,-1.0,1.0,4.0,0.0,9.090909090909092,A
479,Premier League,2022-23,2023-01-04,19:45:00,25,37,2.0,2.0,14.0,15.0,6.0,2.0,11.0,18.0,8.0,1.0,3.0,1.0,0.0,0.0,,D Coote,0.0,4.0,4.0,42.857142857142854,13.333333333333334,D
480,Premier League,2022-23,2023-01-04,20:00:00,24,26,1.0,1.0,13.0,10.0,4.0,3.0,6.0,12.0,7.0,8.0,1.0,3.0,0.0,0.0,,J Gillett,0.0,2.0,4.0,30.76923076923077,30.0,D
481,Premier League,2022-23,2023-01-04,20:00:00,19,29,0.0,4.0,19.0,14.0,4.0,6.0,11.0,8.0,10.0,4.0,1.0,2.0,0.0,0.0,,M Oliver,-4.0,4.0,3.0,21.052631578947366,42.857142857142854,A
482,Premier League,2022-23,2023-01-05,20:00:00,32,38,0.0,1.0,8.0,12.0,2.0,3.0,9.0,9.0,3.0,2.0,2.0,0.0,0.0,0.0,,P Tierney,-1.0,1.0,2.0,25.0,25.0,A
483,Premier League,2022-23,2023-01-12,20:00:00,21,32,2.0,1.0,8.0,20.0,3.0,10.0,12.0,16.0,5.0,7.0,4.0,3.0,0.0,1.0,,D Coote,1.0,3.0,8.0,37.5,50.0,H
484,Premier League,2022-23,2023-01-13,20:00:00,24,25,2.0,1.0,11.0,16.0,5.0,4.0,12.0,8.0,0.0,11.0,2.0,2.0,0.0,0.0,,M Oliver,1.0,3.0,4.0,45.45454545454545,25.0,H
485,Premier League,2022-23,2023-01-14,12:30:00,35,38,2.0,1.0,8.0,5.0,4.0,1.0,15.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,,S Attwell,1.0,3.0,3.0,50.0,20.0,H
486,Premier League,2022-23,2023-01-14,15:00:00,36,22,3.0,0.0,16.0,6.0,9.0,2.0,8.0,15.0,7.0,1.0,1.0,3.0,0.0,0.0,,D England,3.0,3.0,4.0,56.25,33.33333333333333,H
487,Premier League,2022-23,2023-01-14,15:00:00,31,30,1.0,2.0,12.0,13.0,4.0,5.0,7.0,19.0,6.0,4.0,0.0,3.0,0.0,0.0,,J Brooks,-1.0,3.0,3.0,33.33333333333333,38.46153846153847,A
488,Premier League,2022-23,2023-01-14,15:00:00,28,33,2.0,0.0,15.0,6.0,5.0,1.0,11.0,12.0,3.0,5.0,1.0,2.0,0.0,0.0,,P Tierney,2.0,2.0,3.0,33.33333333333333,16.666666666666664,H
489,Premier League,2022-23,2023-01-14,15:00:00,26,37,1.0,0.0,17.0,16.0,4.0,4.0,10.0,7.0,4.0,3.0,0.0,2.0,0.0,0.0,,S Hooper,1.0,1.0,2.0,23.52941176470588,25.0,H
490,Premier League,2022-23,2023-01-14,17:30:00,34,23,2.0,0.0,12.0,7.0,4.0,2.0,5.0,9.0,5.0,3.0,1.0,1.0,0.0,0.0,,J Gillett,2.0,2.0,2.0,33.33333333333333,28.57142857142857,H
491,Premier League,2022-23,2023-01-15,14:00:00,32,19,1.0,0.0,15.0,10.0,5.0,5.0,10.0,17.0,11.0,7.0,2.0,5.0,0.0,0.0,,P Bankes,1.0,1.0,7.0,33.33333333333333,50.0,H
492,Premier League,2022-23,2023-01-15,14:00:00,27,21,1.0,0.0,20.0,5.0,5.0,0.0,6.0,14.0,10.0,5.0,1.0,3.0,0.0,0.0,,R Jones,1.0,1.0,4.0,25.0,0.0,H
493,Premier League,2022-23,2023-01-15,16:30:00,29,20,0.0,2.0,17.0,14.0,7.0,5.0,16.0,15.0,4.0,3.0,4.0,2.0,0.0,0.0,,C Pawson,-2.0,2.0,6.0,41.17647058823529,35.714285714285715,A
494,Premier League,2022-23,2023-01-18,20:00:00,19,35,1.0,1.0,10.0,15.0,5.0,4.0,9.0,10.0,3.0,3.0,1.0,2.0,0.0,0.0,,R Jones,0.0,2.0,3.0,50.0,26.666666666666668,D
495,Premier League,2022-23,2023-01-19,20:00:00,38,29,4.0,2.0,16.0,9.0,6.0,3.0,10.0,14.0,8.0,3.0,1.0,2.0,0.0,0.0,,S Hooper,2.0,6.0,3.0,37.5,33.33333333333333,H
496,Premier League,2022-23,2023-01-21,12:30:00,22,32,0.0,0.0,15.0,11.0,3.0,2.0,16.0,9.0,5.0,5.0,3.0,1.0,0.0,0.0,,M Oliver,0.0,0.0,4.0,20.0,18.181818181818183,D
497,Premier League,2022-23,2023-01-21,15:00:00,23,28,1.0,1.0,16.0,20.0,4.0,5.0,10.0,7.0,4.0,6.0,1.0,2.0,0.0,0.0,,A Madley,0.0,2.0,3.0,25.0,25.0,D
498,Premier League,2022-23,2023-01-21,15:00:00,33,36,2.0,2.0,9.0,13.0,2.0,4.0,9.0,9.0,5.0,6.0,0.0,1.0,0.0,0.0,,T Bramall,0.0,4.0,1.0,22.22222222222222,30.76923076923077,D
499,Premier League,2022-23,2023-01-21,15:00:00,30,24,0.0,1.0,8.0,16.0,5.0,5.0,19.0,9.0,2.0,2.0,1.0,2.0,0.0,0.0,,M Salisbury,-1.0,1.0,3.0,62.5,31.25,A
500,Premier League,2022-23,2023-01-21,15:00:00,37,31,2.0,0.0,11.0,5.0,4.0,2.0,9.0,6.0,4.0,9.0,1.0,1.0,0.0,0.0,,S Attwell,2.0,2.0,2.0,36.36363636363637,40.0,H
501,Premier League,2022-23,2023-01-21,17:30:00,19,27,0.0,0.0,6.0,16.0,1.0,7.0,13.0,7.0,3.0,15.0,4.0,2.0,0.0,0.0,,C Pawson,0.0,0.0,6.0,16.666666666666664,43.75,D
502,Premier League,2022-23,2023-01-22,14:00:00,25,34,0.0,0.0,9.0,6.0,5.0,0.0,10.0,18.0,2.0,3.0,2.0,2.0,0.0,0.0,,P Bankes,0.0,0.0,4.0,55.55555555555556,0.0,D
503,Premier League,2022-23,2023-01-22,14:00:00,38,26,3.0,0.0,13.0,10.0,7.0,1.0,10.0,10.0,5.0,7.0,1.0,2.0,0.0,0.0,,D Coote,3.0,3.0,3.0,53.84615384615385,10.0,H
504,Premier League,2022-23,2023-01-22,16:30:00,20,35,3.0,2.0,25.0,6.0,5.0,4.0,8.0,9.0,12.0,4.0,1.0,2.0,0.0,0.0,,A Taylor,1.0,5.0,3.0,20.0,66.66666666666666,H
505,Premier League,2022-23,2023-01-23,20:00:00,21,29,0.0,1.0,10.0,10.0,5.0,3.0,10.0,10.0,3.0,8.0,1.0,3.0,0.0,0.0,,P Tierney,-1.0,1.0,4.0,50.0,30.0,A
506,Premier League,2022-23,2023-02-03,20:00:00,32,21,0.0,0.0,12.0,10.0,3.0,4.0,16.0,12.0,6.0,2.0,1.0,4.0,0.0,0.0,,S Attwell,0.0,0.0,5.0,25.0,40.0,D
507,Premier League,2022-23,2023-02-04,12:30:00,31,20,1.0,0.0,12.0,15.0,4.0,3.0,13.0,8.0,7.0,5.0,4.0,1.0,0.0,0.0,,D Coote,1.0,1.0,5.0,33.33333333333333,20.0,H
508,Premier League,2022-23,2023-02-04,15:00:00,24,33,2.0,4.0,19.0,9.0,4.0,5.0,10.0,10.0,11.0,3.0,0.0,2.0,0.0,0.0,,D England,-2.0,6.0,2.0,21.052631578947366,55.55555555555556,A
509,Premier League,2022-23,2023-02-04,15:00:00,34,30,3.0,0.0,14.0,14.0,4.0,6.0,10.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,,D Bond,3.0,3.0,3.0,28.57142857142857,42.857142857142854,H
510,Premier League,2022-23,2023-02-04,15:00:00,36,23,1.0,0.0,20.0,12.0,6.0,2.0,14.0,7.0,7.0,3.0,3.0,1.0,0.0,0.0,,C Pawson,1.0,1.0,4.0,30.0,16.666666666666664,H
511,Premier League,2022-23,2023-02-04,15:00:00,35,19,2.0,1.0,14.0,10.0,5.0,3.0,9.0,9.0,5.0,5.0,1.0,2.0,1.0,0.0,,A Marriner,1.0,3.0,4.0,35.714285714285715,30.0,H
512,Premier League,2022-23,2023-02-04,15:00:00,26,22,3.0,0.0,12.0,22.0,6.0,4.0,9.0,7.0,2.0,7.0,1.0,1.0,0.0,0.0,,P Tierney,3.0,3.0,2.0,50.0,18.181818181818183,H
513,Premier League,2022-23,2023-02-04,17:30:00,27,37,1.0,1.0,8.0,10.0,2.0,1.0,11.0,13.0,4.0,2.0,2.0,1.0,0.0,0.0,,P Bankes,0.0,2.0,3.0,25.0,10.0,D
514,Premier League,2022-23,2023-02-05,14:00:00,28,25,1.0,0.0,6.0,10.0,2.0,4.0,15.0,14.0,0.0,2.0,4.0,2.0,0.0,0.0,,R Jones,1.0,1.0,6.0,33.33333333333333,40.0,H
515,Premier League,2022-23,2023-02-05,16:30:00,29,38,1.0,0.0,12.0,15.0,3.0,5.0,19.0,14.0,4.0,6.0,2.0,3.0,1.0,0.0,,A Madley,1.0,1.0,6.0,25.0,33.33333333333333,H
516,Premier League,2022-23,2023-02-08,20:00:00,35,25,2.0,2.0,24.0,8.0,7.0,2.0,7.0,11.0,6.0,5.0,1.0,3.0,0.0,0.0,,S Hooper,0.0,4.0,4.0,29.166666666666668,25.0,D
517,Premier League,2022-23,2023-02-11,12:30:00,37,32,1.0,1.0,10.0,12.0,2.0,4.0,9.0,11.0,5.0,6.0,1.0,1.0,0.0,0.0,,C Pawson,0.0,2.0,2.0,20.0,33.33333333333333,D
518,Premier League,2022-23,2023-02-11,15:00:00,20,34,1.0,1.0,23.0,9.0,7.0,2.0,9.0,9.0,7.0,4.0,0.0,2.0,0.0,0.0,,P Bankes,0.0,2.0,2.0,30.434782608695656,22.22222222222222,D
519,Premier League,2022-23,2023-02-11,15:00:00,19,36,1.0,1.0,6.0,17.0,1.0,7.0,10.0,11.0,1.0,6.0,4.0,1.0,0.0,0.0,,M Oliver,0.0,2.0,5.0,16.666666666666664,41.17647058823529,D
520,Premier League,2022-23,2023-02-11,15:00:00,21,28,2.0,0.0,16.0,10.0,3.0,1.0,9.0,11.0,5.0,4.0,0.0,1.0,0.0,0.0,,A Madley,2.0,2.0,1.0,18.75,10.0,H
521,Premier League,2022-23,2023-02-11,15:00:00,33,29,4.0,1.0,15.0,11.0,7.0,4.0,14.0,9.0,1.0,5.0,5.0,2.0,0.0,0.0,,M Salisbury,3.0,5.0,7.0,46.666666666666664,36.36363636363637,H
522,Premier League,2022-23,2023-02-11,15:00:00,30,26,1.0,2.0,17.0,11.0,2.0,2.0,12.0,14.0,5.0,2.0,2.0,2.0,0.0,1.0,,J Gillett,-1.0,3.0,5.0,11.76470588235294,18.181818181818183,A
523,Premier League,2022-23,2023-02-11,17:30:00,23,27,1.0,1.0,11.0,15.0,5.0,7.0,8.0,10.0,4.0,6.0,2.0,3.0,0.0,0.0,,S Attwell,0.0,2.0,5.0,45.45454545454545,46.666666666666664,D
524,Premier League,2022-23,2023-02-12,14:00:00,25,35,0.0,2.0,16.0,11.0,6.0,5.0,10.0,13.0,7.0,3.0,2.0,1.0,0.0,0.0,,P Tierney,-2.0,2.0,3.0,37.5,45.45454545454545,A
525,Premier League,2022-23,2023-02-12,16:30:00,38,24,3.0,1.0,17.0,6.0,9.0,2.0,13.0,14.0,8.0,4.0,1.0,2.0,0.0,0.0,,R Jones,2.0,4.0,3.0,52.94117647058824,33.33333333333333,H
526,Premier League,2022-23,2023-02-13,20:00:00,22,31,2.0,0.0,15.0,6.0,6.0,1.0,8.0,16.0,3.0,3.0,1.0,3.0,0.0,0.0,,S Hooper,2.0,2.0,4.0,40.0,16.666666666666664,H
527,Premier League,2022-23,2023-02-15,19:30:00,20,38,1.0,3.0,10.0,9.0,1.0,6.0,11.0,15.0,1.0,3.0,2.0,3.0,0.0,0.0,,A Taylor,-2.0,4.0,5.0,10.0,66.66666666666666,A
528,Premier League,2022-23,2023-02-18,12:30:00,24,20,2.0,4.0,7.0,20.0,5.0,5.0,13.0,4.0,2.0,9.0,2.0,1.0,0.0,0.0,,S Hooper,-2.0,6.0,3.0,71.42857142857143,25.0,A
529,Premier League,2022-23,2023-02-18,15:00:00,34,19,1.0,1.0,12.0,10.0,5.0,4.0,10.0,8.0,2.0,6.0,2.0,2.0,0.0,0.0,,P Tierney,0.0,2.0,4.0,41.66666666666667,40.0,D
530,Premier League,2022-23,2023-02-18,15:00:00,36,21,0.0,1.0,21.0,5.0,7.0,2.0,12.0,14.0,10.0,2.0,0.0,5.0,0.0,0.0,,D England,-1.0,1.0,5.0,33.33333333333333,40.0,A
531,Premier League,2022-23,2023-02-18,15:00:00,32,30,0.0,1.0,17.0,8.0,5.0,5.0,16.0,24.0,8.0,2.0,3.0,6.0,0.0,0.0,,D Coote,-1.0,1.0,9.0,29.411764705882355,62.5,A
532,Premier League,2022-23,2023-02-18,15:00:00,31,25,1.0,0.0,15.0,8.0,6.0,0.0,8.0,6.0,6.0,4.0,2.0,3.0,0.0,0.0,,A Madley,1.0,1.0,5.0,40.0,0.0,H
533,Premier League,2022-23,2023-02-18,15:00:00,28,38,1.0,1.0,4.0,26.0,1.0,6.0,8.0,6.0,0.0,10.0,1.0,0.0,0.0,0.0,,G Scott,0.0,2.0,1.0,25.0,23.076923076923077,D
534,Premier League,2022-23,2023-02-18,15:00:00,26,23,0.0,1.0,15.0,5.0,4.0,1.0,12.0,10.0,12.0,2.0,3.0,3.0,0.0,0.0,,M Salisbury,-1.0,1.0,6.0,26.666666666666668,20.0,A
535,Premier League,2022-23,2023-02-18,17:30:00,27,22,0.0,2.0,14.0,13.0,4.0,7.0,3.0,8.0,6.0,7.0,1.0,1.0,1.0,0.0,,A Taylor,-2.0,2.0,3.0,28.57142857142857,53.84615384615385,A
536,Premier League,2022-23,2023-02-19,14:00:00,35,33,3.0,0.0,26.0,19.0,8.0,3.0,9.0,9.0,6.0,6.0,0.0,2.0,0.0,0.0,,S Attwell,3.0,3.0,2.0,30.76923076923077,15.789473684210526,H
537,Premier League,2022-23,2023-02-19,16:30:00,29,37,2.0,0.0,16.0,6.0,6.0,1.0,16.0,10.0,4.0,7.0,2.0,1.0,0.0,0.0,,M Oliver,2.0,2.0,3.0,37.5,16.666666666666664,H
538,Premier League,2022-23,2023-02-24,20:00:00,21,26,1.0,1.0,10.0,8.0,5.0,2.0,12.0,17.0,4.0,3.0,2.0,0.0,0.0,0.0,,M Oliver,0.0,2.0,2.0,50.0,25.0,D
539,Premier League,2022-23,2023-02-25,15:00:00,31,24,0.0,2.0,15.0,9.0,5.0,5.0,12.0,12.0,5.0,1.0,2.0,1.0,0.0,0.0,,A Taylor,-2.0,2.0,3.0,33.33333333333333,55.55555555555556,A
540,Premier League,2022-23,2023-02-25,15:00:00,25,30,1.0,0.0,14.0,8.0,4.0,2.0,15.0,13.0,9.0,2.0,2.0,4.0,0.0,0.0,,P Bankes,1.0,1.0,6.0,28.57142857142857,25.0,H
541,Premier League,2022-23,2023-02-25,15:00:00,33,20,0.0,1.0,1.0,10.0,0.0,2.0,14.0,9.0,0.0,8.0,0.0,1.0,0.0,0.0,,C Pawson,-1.0,1.0,1.0,0.0,20.0,A
542,Premier League,2022-23,2023-02-25,15:00:00,37,28,4.0,0.0,18.0,8.0,5.0,3.0,8.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,,J Gillett,4.0,4.0,0.0,27.77777777777778,37.5,H
543,Premier League,2022-23,2023-02-25,17:30:00,23,38,1.0,4.0,13.0,20.0,2.0,5.0,10.0,9.0,4.0,6.0,2.0,2.0,0.0,0.0,,P Tierney,-3.0,5.0,4.0,15.384615384615385,25.0,A
544,Premier League,2022-23,2023-02-25,19:45:00,19,22,0.0,0.0,6.0,12.0,0.0,4.0,11.0,14.0,5.0,3.0,2.0,5.0,0.0,0.0,,D England,0.0,0.0,7.0,0.0,33.33333333333333,D
545,Premier League,2022-23,2023-02-26,13:30:00,29,32,2.0,0.0,8.0,10.0,3.0,2.0,10.0,10.0,4.0,4.0,2.0,3.0,0.0,0.0,,S Attwell,2.0,2.0,5.0,37.5,20.0,H
546,Premier League,2022-23,2023-03-01,19:45:00,20,31,4.0,0.0,15.0,8.0,5.0,5.0,5.0,12.0,5.0,1.0,0.0,2.0,0.0,0.0,,M Oliver,4.0,4.0,2.0,33.33333333333333,62.5,H
547,Premier League,2022-23,2023-03-01,20:00:00,22,26,2.0,0.0,15.0,4.0,6.0,1.0,13.0,14.0,5.0,2.0,2.0,3.0,0.0,0.0,,P Tierney,2.0,2.0,5.0,40.0,25.0,H
548,Premier League,2022-23,2023-03-04,12:30:00,38,27,2.0,0.0,11.0,5.0,3.0,2.0,8.0,13.0,8.0,4.0,2.0,4.0,0.0,0.0,,S Hooper,2.0,2.0,6.0,27.27272727272727,40.0,H
549,Premier League,2022-23,2023-03-04,15:00:00,20,23,3.0,2.0,31.0,4.0,9.0,4.0,6.0,8.0,17.0,1.0,0.0,2.0,0.0,0.0,,C Kavanagh,1.0,5.0,2.0,29.03225806451613,100.0,H
550,Premier League,2022-23,2023-03-04,15:00:00,24,19,1.0,0.0,8.0,3.0,1.0,0.0,14.0,17.0,2.0,4.0,2.0,3.0,0.0,1.0,,C Pawson,1.0,1.0,6.0,12.5,0.0,H
551,Premier League,2022-23,2023-03-04,15:00:00,36,37,4.0,0.0,20.0,3.0,9.0,2.0,6.0,8.0,7.0,3.0,0.0,3.0,0.0,0.0,,S Attwell,4.0,4.0,3.0,45.0,66.66666666666666,H
552,Premier League,2022-23,2023-03-04,15:00:00,32,25,1.0,0.0,13.0,11.0,3.0,2.0,10.0,7.0,5.0,7.0,2.0,0.0,0.0,0.0,,M Oliver,1.0,1.0,2.0,23.076923076923077,18.181818181818183,H
553,Premier League,2022-23,2023-03-04,15:00:00,26,29,1.0,0.0,8.0,21.0,5.0,6.0,11.0,18.0,4.0,8.0,1.0,1.0,0.0,0.0,,T Robinson,1.0,1.0,2.0,62.5,28.57142857142857,H
554,Premier League,2022-23,2023-03-04,17:30:00,30,33,1.0,0.0,11.0,11.0,5.0,0.0,12.0,11.0,3.0,4.0,4.0,2.0,0.0,0.0,,R Jones,1.0,1.0,6.0,45.45454545454545,0.0,H
555,Premier League,2022-23,2023-03-05,14:00:00,28,31,2.0,2.0,10.0,10.0,4.0,3.0,11.0,17.0,3.0,3.0,3.0,5.0,0.0,0.0,,J Brooks,0.0,4.0,8.0,40.0,30.0,D
556,Premier League,2022-23,2023-03-05,16:30:00,22,35,7.0,0.0,18.0,8.0,8.0,4.0,13.0,14.0,4.0,3.0,2.0,3.0,0.0,0.0,,A Madley,7.0,7.0,5.0,44.44444444444444,50.0,H
557,Premier League,2022-23,2023-03-06,20:00:00,34,21,3.0,2.0,14.0,9.0,6.0,5.0,12.0,17.0,2.0,3.0,0.0,3.0,0.0,0.0,,A Taylor,1.0,5.0,3.0,42.857142857142854,55.55555555555556,H
558,Premier League,2022-23,2023-03-11,12:30:00,23,22,1.0,0.0,5.0,15.0,2.0,6.0,7.0,9.0,3.0,8.0,2.0,1.0,0.0,0.0,,J Brooks,1.0,1.0,3.0,40.0,40.0,H
559,Premier League,2022-23,2023-03-11,15:00:00,31,34,1.0,0.0,13.0,12.0,6.0,4.0,11.0,12.0,5.0,8.0,2.0,1.0,0.0,0.0,,S Hooper,1.0,1.0,3.0,46.15384615384615,33.33333333333333,H
560,Premier League,2022-23,2023-03-11,15:00:00,25,36,2.0,2.0,12.0,14.0,4.0,2.0,12.0,9.0,4.0,7.0,1.0,1.0,0.0,0.0,,P Tierney,0.0,4.0,2.0,33.33333333333333,14.285714285714285,D
561,Premier League,2022-23,2023-03-11,15:00:00,33,32,1.0,3.0,17.0,12.0,7.0,6.0,10.0,11.0,2.0,5.0,1.0,2.0,1.0,0.0,,A Marriner,-2.0,4.0,4.0,41.17647058823529,50.0,A
562,Premier League,2022-23,2023-03-11,15:00:00,29,28,3.0,1.0,15.0,9.0,7.0,5.0,13.0,13.0,2.0,10.0,3.0,1.0,0.0,0.0,,C Pawson,2.0,4.0,4.0,46.666666666666664,55.55555555555556,H
563,Premier League,2022-23,2023-03-11,17:30:00,19,38,0.0,1.0,4.0,14.0,0.0,4.0,11.0,17.0,2.0,6.0,2.0,2.0,0.0,0.0,,R Jones,-1.0,1.0,4.0,0.0,28.57142857142857,A
564,Premier League,2022-23,2023-03-12,14:00:00,21,20,0.0,3.0,12.0,15.0,2.0,7.0,10.0,9.0,4.0,8.0,0.0,1.0,0.0,0.0,,D Coote,-3.0,3.0,1.0,16.666666666666664,46.666666666666664,A
565,Premier League,2022-23,2023-03-12,14:00:00,35,30,0.0,0.0,10.0,17.0,4.0,4.0,12.0,9.0,7.0,8.0,2.0,0.0,0.0,0.0,,A Taylor,0.0,0.0,2.0,40.0,23.52941176470588,D
566,Premier League,2022-23,2023-03-12,14:00:00,37,24,1.0,1.0,17.0,12.0,6.0,4.0,8.0,6.0,13.0,2.0,1.0,0.0,0.0,0.0,,C Kavanagh,0.0,2.0,1.0,35.294117647058826,33.33333333333333,D
567,Premier League,2022-23,2023-03-12,16:30:00,27,26,2.0,1.0,19.0,7.0,8.0,4.0,11.0,10.0,10.0,3.0,1.0,2.0,0.0,0.0,,A Madley,1.0,3.0,3.0,42.10526315789473,57.14285714285714,H
568,Premier League,2022-23,2023-03-15,19:30:00,36,19,1.0,0.0,11.0,11.0,5.0,3.0,13.0,20.0,1.0,4.0,1.0,2.0,0.0,0.0,,P Bankes,1.0,1.0,3.0,45.45454545454545,27.27272727272727,H
569,Premier League,2022-23,2023-03-15,19:30:00,30,34,0.0,2.0,7.0,11.0,1.0,5.0,14.0,10.0,3.0,3.0,1.0,2.0,0.0,0.0,,M Salisbury,-2.0,2.0,3.0,14.285714285714285,45.45454545454545,A
570,Premier League,2022-23,2023-03-17,20:00:00,28,27,1.0,2.0,5.0,15.0,3.0,4.0,17.0,9.0,3.0,7.0,5.0,1.0,0.0,0.0,,P Tierney,-1.0,3.0,6.0,60.0,26.666666666666668,A
571,Premier League,2022-23,2023-03-18,15:00:00,24,23,3.0,0.0,20.0,10.0,9.0,3.0,8.0,13.0,9.0,6.0,1.0,4.0,0.0,0.0,,R Jones,3.0,3.0,5.0,45.0,30.0,H
572,Premier League,2022-23,2023-03-18,15:00:00,34,33,1.0,1.0,11.0,14.0,2.0,1.0,10.0,11.0,8.0,4.0,1.0,2.0,1.0,0.0,,D Bond,0.0,2.0,4.0,18.181818181818183,7.142857142857142,D
573,Premier League,2022-23,2023-03-18,15:00:00,30,29,3.0,3.0,19.0,17.0,7.0,3.0,13.0,8.0,10.0,3.0,1.0,1.0,0.0,0.0,,S Hooper,0.0,6.0,2.0,36.84210526315789,17.647058823529413,D
574,Premier League,2022-23,2023-03-18,15:00:00,26,25,2.0,4.0,23.0,11.0,8.0,4.0,15.0,9.0,5.0,4.0,3.0,5.0,1.0,0.0,,M Salisbury,-2.0,6.0,9.0,34.78260869565217,36.36363636363637,A
575,Premier League,2022-23,2023-03-18,17:30:00,32,31,2.0,2.0,20.0,12.0,7.0,3.0,8.0,12.0,8.0,2.0,2.0,2.0,0.0,0.0,,D England,0.0,4.0,4.0,35.0,25.0,D
576,Premier League,2022-23,2023-03-19,14:00:00,20,19,4.0,1.0,15.0,8.0,5.0,4.0,8.0,10.0,5.0,4.0,0.0,1.0,0.0,0.0,,S Attwell,3.0,5.0,1.0,33.33333333333333,50.0,H
577,Premier League,2022-23,2023-04-01,12:30:00,38,22,4.0,1.0,17.0,4.0,8.0,1.0,9.0,12.0,7.0,1.0,1.0,1.0,0.0,0.0,,S Hooper,3.0,5.0,2.0,47.05882352941176,25.0,H
578,Premier League,2022-23,2023-04-01,15:00:00,20,25,4.0,1.0,13.0,7.0,6.0,5.0,11.0,13.0,4.0,3.0,0.0,2.0,0.0,0.0,,D England,3.0,5.0,2.0,46.15384615384615,71.42857142857143,H
579,Premier League,2022-23,2023-04-01,15:00:00,23,21,2.0,1.0,12.0,10.0,7.0,2.0,15.0,13.0,4.0,3.0,1.0,4.0,0.0,0.0,,P Bankes,1.0,3.0,5.0,58.333333333333336,20.0,H
580,Premier League,2022-23,2023-04-01,15:00:00,36,34,3.0,3.0,33.0,7.0,15.0,5.0,16.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,,M Oliver,0.0,6.0,3.0,45.45454545454545,71.42857142857143,D
581,Premier League,2022-23,2023-04-01,15:00:00,19,33,2.0,1.0,31.0,3.0,9.0,2.0,12.0,16.0,10.0,1.0,3.0,4.0,0.0,0.0,,T Robinson,1.0,3.0,7.0,29.03225806451613,66.66666666666666,H
582,Premier League,2022-23,2023-04-01,15:00:00,28,26,1.0,1.0,17.0,8.0,7.0,1.0,14.0,13.0,4.0,3.0,3.0,5.0,0.0,0.0,,C Kavanagh,0.0,2.0,8.0,41.17647058823529,12.5,D
583,Premier League,2022-23,2023-04-01,17:30:00,32,24,0.0,2.0,27.0,5.0,8.0,2.0,14.0,16.0,13.0,2.0,3.0,3.0,0.0,0.0,,A Madley,-2.0,2.0,6.0,29.629629629629626,40.0,A
584,Premier League,2022-23,2023-04-02,14:00:00,37,30,1.0,0.0,12.0,9.0,2.0,3.0,10.0,11.0,5.0,3.0,0.0,2.0,0.0,0.0,,P Tierney,1.0,1.0,2.0,16.666666666666664,33.33333333333333,H
585,Premier League,2022-23,2023-04-02,16:30:00,27,35,2.0,0.0,22.0,6.0,6.0,1.0,8.0,12.0,7.0,4.0,0.0,0.0,0.0,0.0,,S Attwell,2.0,2.0,0.0,27.27272727272727,16.666666666666664,H
